1	4
2	2
3	3
4	1
5	4
6	4
7	4
8	4
9	3
10	1
11	4
12	4
13	4
14	4
15	4
16	2
17	1
18	2
19	4
20	4
21	2
22	3
23	4
24	4
25	3
26	4
27	2
28	3
29	1
30	4
31	4
32	4
33	2
34	4
35	1
36	4
37	3
38	4
39	1
40	4
41	4
42	4
43	4
44	3
45	4
46	3
47	2
48	1
49	2
50	4
51	1
52	3
53	4
54	3
55	2
56	2
57	4
58	2
59	2
60	3
61	2
62	4
63	2
64	2
65	4
66	4
67	2
68	4
69	2
70	3
71	2
72	2
73	4
74	2
75	1
76	2
77	3
78	2
79	2
80	4
81	2
82	1
83	1
84	2
85	3
86	2
87	2
88	2
89	2
90	2
91	2
92	1
93	3
94	1
95	2
96	4
97	2
98	4
99	4
100	4
101	4
102	2
103	4
104	4
105	4
106	3
107	4
108	1
109	2
110	4
111	4
112	2
113	2
114	4
115	3
116	3
117	1
118	2
119	2
120	4
121	4
122	4
123	3
124	4
125	2
126	2
127	4
128	1
129	4
130	2
131	3
132	1
133	1
134	2
135	2
136	4
137	1
138	1
139	4
140	2
141	1
142	2
143	3
144	2
145	4
146	1
147	1
148	3
149	1
150	1
151	4
152	4
153	4
154	4
155	1
156	2
157	4
158	1
159	1
160	1
161	1
162	4
163	4
164	1
165	4
166	4
167	4
168	4
169	4
170	2
171	4
172	4
173	1
174	4
175	2
176	4
177	2
178	4
179	4
180	4
181	4
182	2
183	3
184	4
185	2
186	2
187	1
188	2
189	4
190	3
191	2
192	1
193	2
194	4
195	4
196	1
197	2
198	2
199	4
200	1
201	4
202	3
203	1
204	4
205	4
206	4
207	1
208	1
209	4
210	4
211	3
212	2
213	4
214	2
215	2
216	1
217	3
218	1
219	1
220	3
221	1
222	2
223	1
224	2
225	2
226	1
227	3
228	4
229	1
230	4
231	4
232	4
233	3
234	2
235	3
236	3
237	2
238	4
239	2
240	2
241	3
242	4
243	3
244	3
245	3
246	2
247	2
248	4
249	1
250	3
251	2
252	4
253	2
254	2
255	4
256	2
257	2
258	4
259	2
260	4
261	1
262	1
263	3
264	2
265	4
266	2
267	4
268	1
269	1
270	2
271	1
272	4
273	3
274	4
275	1
276	2
277	3
278	1
279	1
280	4
281	4
282	2
283	2
284	2
285	2
286	2
287	4
288	2
289	4
290	1
291	2
292	1
293	4
294	1
295	4
296	4
297	2
298	3
299	1
300	4
