1	10
1	11
1	38
1	42
1	66
1	87
1	96
1	100
1	107
1	110
1	145
1	179
1	199
1	204
1	206
1	210
1	233
1	238
1	252
1	258
1	260
1	287
1	289
1	295
2	16
2	33
2	58
2	61
2	64
2	74
2	76
2	78
2	79
2	84
2	86
2	87
2	88
2	89
2	90
2	95
2	97
2	102
2	113
2	118
2	119
2	126
2	130
2	134
2	157
2	162
2	177
2	197
2	198
2	215
2	222
2	224
2	251
2	253
2	259
2	276
2	282
2	285
2	288
3	4
3	22
3	25
3	28
3	37
3	44
3	46
3	52
3	53
3	54
3	70
3	85
3	93
3	106
3	115
3	116
3	123
3	131
3	143
3	148
3	183
3	190
3	202
3	211
3	217
3	220
3	227
3	233
3	235
3	236
3	241
3	243
3	244
3	245
3	250
3	273
3	277
3	298
4	3
4	10
4	29
4	39
4	51
4	75
4	82
4	83
4	92
4	94
4	103
4	132
4	138
4	145
4	146
4	147
4	155
4	159
4	160
4	164
4	173
4	187
4	192
4	196
4	200
4	207
4	208
4	216
4	219
4	221
4	223
4	226
4	229
4	249
4	261
4	268
4	269
4	271
4	275
4	278
4	290
4	292
4	294
5	6
5	7
5	11
5	14
5	23
5	41
5	53
5	68
5	122
5	136
5	157
5	178
5	179
5	195
5	201
5	209
5	230
5	252
5	296
6	5
6	11
6	13
6	15
6	20
6	24
6	30
6	32
6	38
6	39
6	41
6	42
6	62
6	65
6	66
6	73
6	80
6	100
6	105
6	121
6	122
6	136
6	145
6	151
6	153
6	154
6	157
6	165
6	194
6	209
6	210
6	213
6	230
6	231
6	242
6	252
6	292
6	293
6	296
7	5
7	11
7	13
7	14
7	17
7	20
7	24
7	30
7	32
7	34
7	36
7	38
7	42
7	43
7	45
7	50
7	51
7	57
7	62
7	65
7	66
7	68
7	84
7	98
7	104
7	114
7	120
7	121
7	122
7	124
7	129
7	136
7	151
7	152
7	153
7	157
7	163
7	165
7	166
7	167
7	168
7	171
7	174
7	176
7	179
7	180
7	195
7	199
7	201
7	204
7	231
7	232
7	242
7	248
7	255
7	258
7	267
7	272
7	289
7	293
8	20
8	30
8	31
8	38
8	41
8	73
8	96
8	98
8	99
8	101
8	121
8	152
8	165
8	168
8	179
8	184
8	199
8	214
8	230
8	258
8	260
8	272
8	295
8	296
8	300
9	22
9	37
9	44
9	52
9	77
9	85
9	115
9	136
9	143
9	183
9	202
9	211
9	217
9	220
9	233
9	244
9	273
10	1
10	4
10	39
10	48
10	51
10	75
10	76
10	82
10	92
10	94
10	117
10	128
10	132
10	138
10	147
10	150
10	155
10	156
10	158
10	159
10	160
10	161
10	164
10	173
10	192
10	196
10	200
10	207
10	208
10	216
10	218
10	219
10	221
10	223
10	229
10	249
10	261
10	271
10	275
10	278
10	279
10	290
10	294
10	299
11	1
11	5
11	6
11	7
11	12
11	23
11	24
11	30
11	36
11	42
11	43
11	53
11	65
11	66
11	71
11	99
11	104
11	109
11	114
11	120
11	121
11	122
11	136
11	145
11	151
11	153
11	157
11	162
11	163
11	166
11	167
11	168
11	169
11	172
11	174
11	176
11	178
11	179
11	184
11	195
11	199
11	201
11	206
11	209
11	210
11	228
11	230
11	231
11	232
11	248
11	267
11	272
11	273
11	280
11	281
11	287
11	289
11	300
12	11
12	14
12	24
12	36
12	40
12	41
12	43
12	47
12	50
12	59
12	62
12	99
12	120
12	121
12	167
12	169
12	171
12	178
12	179
12	201
12	204
12	230
12	238
12	248
12	295
13	6
13	7
13	24
13	36
13	62
13	66
13	68
13	101
13	104
13	107
13	111
13	114
13	121
13	168
13	199
13	204
13	206
13	213
13	230
13	232
13	246
13	281
13	293
13	295
13	296
14	5
14	7
14	12
14	20
14	26
