1	2
2	5
3	5
4	5
5	5
6	5
7	3
8	5
9	2
10	5
11	4
12	5
13	1
14	4
15	1
16	4
17	5
18	4
19	1
20	5
21	3
22	5
23	5
24	4
25	4
26	5
27	5
28	4
29	5
30	2
31	4
32	4
33	1
34	2
35	4
36	1
37	2
38	5
39	2
40	5
41	5
42	1
43	1
44	4
45	5
46	1
47	3
48	1
49	2
50	3
51	1
52	1
53	3
54	5
55	1
56	5
57	3
58	3
59	2
60	5
61	1
62	5
63	5
64	3
65	2
66	3
67	1
68	5
69	2
70	1
71	1
72	3
73	5
74	1
75	4
76	3
77	3
78	5
79	5
80	4
81	5
82	4
83	3
84	5
85	3
86	2
87	5
88	2
89	5
90	5
91	4
92	5
93	5
94	4
95	2
96	1
97	1
98	5
99	1
100	2
101	4
102	5
103	2
104	5
105	5
106	5
107	5
108	2
109	1
110	2
111	2
112	5
113	4
114	3
115	4
116	5
117	5
118	5
119	1
120	5
121	2
122	3
123	5
124	5
125	5
126	3
127	2
128	2
129	5
130	5
131	4
132	3
133	2
134	3
135	3
136	3
137	3
138	5
139	3
140	4
141	2
142	2
143	3
144	2
145	5
146	1
147	1
148	5
149	3
150	5
151	3
152	5
153	5
154	5
155	5
156	2
157	5
158	2
159	3
160	2
161	3
162	5
163	5
164	1
165	5
166	4
167	5
168	5
169	5
170	5
171	2
172	4
173	5
174	2
175	4
176	5
177	2
178	4
179	2
180	1
181	4
182	5
183	5
184	1
185	1
186	1
187	5
188	5
189	2
190	1
191	3
192	5
193	5
194	3
195	5
196	5
197	1
198	5
199	5
200	3
201	5
202	5
203	4
204	4
205	1
206	2
207	3
208	4
209	3
210	4
211	2
212	3
213	5
214	4
215	4
216	5
217	4
218	4
219	3
220	5
221	1
222	4
223	4
224	4
225	4
226	4
227	5
228	5
229	3
230	4
231	2
232	4
233	1
234	1
235	2
236	2
237	2
238	5
239	4
240	5
241	2
242	5
243	2
244	1
245	5
246	4
247	2
248	5
249	2
250	5
251	4
252	5
253	1
254	5
255	3
256	5
257	4
258	2
259	4
260	5
261	1
262	2
263	4
264	5
265	5
266	2
267	4
268	5
269	4
270	4
271	2
272	2
273	2
274	1
275	1
276	1
277	4
278	2
279	4
280	5
281	4
282	5
283	1
284	4
285	1
286	4
287	2
288	1
289	5
290	4
291	2
292	4
293	5
294	2
295	1
296	2
297	3
298	1
299	2
300	4
