1	6
2	1
3	1
4	7
5	3
6	3
7	1
8	3
9	4
10	7
11	5
12	4
13	1
14	2
15	4
16	6
17	4
18	3
19	4
20	4
21	2
22	6
23	2
24	7
25	7
26	1
27	3
28	6
29	4
30	3
31	3
32	1
33	3
34	2
35	6
36	4
37	3
38	6
39	1
40	5
41	2
42	5
43	6
44	3
45	5
46	5
47	5
48	3
49	1
50	7
51	2
52	4
53	1
54	1
55	5
56	5
57	3
58	3
59	4
60	1
61	6
62	7
63	7
64	2
65	3
66	6
67	3
68	3
69	1
70	5
71	3
72	5
73	5
74	1
75	5
76	3
77	7
78	1
79	5
80	7
81	1
82	5
83	3
84	5
85	5
86	4
87	5
88	3
89	1
90	1
91	3
92	7
93	5
94	1
95	6
96	1
97	3
98	7
99	5
100	2
101	7
102	5
103	7
104	1
105	6
106	6
107	1
108	1
109	3
110	7
111	7
112	7
113	1
114	7
115	5
116	3
117	3
118	5
119	6
120	1
121	6
122	2
123	3
124	1
125	6
126	4
127	7
128	3
129	7
130	4
131	6
132	2
133	1
134	1
135	3
136	5
137	3
138	2
139	1
140	1
141	1
142	5
143	3
144	5
145	3
146	2
147	6
148	6
149	6
150	1
151	3
152	7
153	7
154	2
155	6
156	7
157	6
158	2
159	7
160	3
161	3
162	6
163	5
164	6
165	2
166	1
167	7
168	2
169	1
170	6
171	7
172	6
173	1
174	1
175	1
176	2
177	7
178	6
179	3
180	7
181	3
182	7
183	1
184	5
185	7
186	7
187	3
188	2
189	3
190	2
191	2
192	7
193	6
194	7
195	5
196	5
197	7
198	3
199	7
200	6
201	1
202	1
203	3
204	6
205	3
206	1
207	5
208	7
209	7
210	5
211	7
212	4
213	2
214	1
215	2
216	7
217	2
218	5
219	7
220	3
221	6
222	1
223	7
224	4
225	6
226	7
227	4
228	1
229	6
230	6
231	6
232	6
233	4
234	4
235	4
236	3
237	3
238	5
239	7
240	5
241	1
242	6
243	2
244	5
245	5
246	4
247	4
248	7
249	1
250	7
251	1
252	5
253	5
254	6
255	4
256	4
257	3
258	7
259	4
260	7
261	4
262	6
263	4
264	1
265	3
266	7
267	4
268	1
269	2
270	6
271	5
272	6
273	6
274	1
275	5
276	4
277	3
278	1
279	5
280	1
281	5
282	7
283	5
284	4
285	1
286	7
287	5
288	2
289	7
290	2
291	3
292	3
293	5
294	4
295	5
296	7
297	3
298	3
299	3
300	6
